J,nj,Estimator,cluster_a,cluster_m,cluster_y,abs.value_mean_|Rel.Bias|,abs.value_min_|Rel.Bias|,abs.value_max_|Rel.Bias|,abs.value_mean_RMSE,abs.value_min_RMSE,abs.value_max_RMSE,A_fit,M_fit,Y_fit,A_mod,M_mod,Y_mod,estimator,abs.value_mean_|Bias|,abs.value_min_|Bias|,abs.value_max_|Bias|
20,20,regression,RE,SL,SL,0.10559184714641563,0.030204749436949493,0.17922973858518912,0.3459960885227449,0.24332714895461718,0.41949873512193026,aRE,mSL,ySL,aCluster,mSL,ySL,reg,0.15959931725116075,0.04657988093363022,0.2697646721082212
20,20,regression,SL,FE,FE,0.01916959632111934,3.724121293555893e-4,0.056069717960992776,0.2764092357963811,0.24668829070929696,0.30933352511375706,aSL,mFE,yFE,aSL,mCluster,yCluster,reg,0.027766710183427107,5.739102454472879e-4,0.07141087634576987
20,20,regression,SL,FE,RE,0.016289541144668997,4.0603296063036927e-4,0.04626833134704244,0.26987938896234215,0.24307534197345143,0.2963293633187024,aSL,mFE,yRE,aSL,mCluster,yCluster,reg,0.02347120192515894,6.525449778864392e-4,0.059097759156095685
20,20,regression,SL,FE,SL,0.09438725198455877,0.07118898678814997,0.10756924973779204,0.3254518839853455,0.2886344019326604,0.35613787623973503,aSL,mFE,ySL,aSL,mCluster,ySL,reg,0.14418981253628507,0.09084433771099353,0.168014675391982
20,20,regression,SL,RE,FE,0.015113719783735205,3.4284921330219676e-5,0.058880854548448276,0.2744472844330395,0.24396060031226777,0.3092530135000818,aSL,mRE,yFE,aSL,mCluster,yCluster,reg,0.021232246308374024,5.205139710717748e-5,0.07519471297570174
20,20,regression,SL,RE,RE,0.013252588701119974,0.001435902568572533,0.03811816567320143,0.2756056566996986,0.24405785104618946,0.3064233526511335,aSL,mRE,yRE,aSL,mCluster,yCluster,reg,0.018971847889095023,0.0022897050623341695,0.04866617662015426
20,20,regression,SL,RE,SL,0.0972373585217175,0.07792761450441281,0.11961735674173178,0.33025636897002436,0.2808844122995714,0.3657407081091198,aSL,mRE,ySL,aSL,mCluster,ySL,reg,0.1481774951503431,0.10762548365415146,0.19135470852874673
20,20,regression,SL,SL,FE,0.012116060781410339,2.692805010730993e-4,0.039249825057045426,0.27478171177533006,0.23956660517763337,0.3063799400551981,aSL,mSL,yFE,aSL,mSL,yCluster,reg,0.01726896321242538,4.23506755708988e-4,0.05008897097457284
20,20,regression,SL,SL,RE,0.011087149086891446,0.0016279200277321325,0.019398807175748496,0.27245515857610253,0.23424351578462865,0.30162707153387003,aSL,mSL,yRE,aSL,mSL,yCluster,reg,0.016895500008687347,0.002080345495283854,0.02889660506723256
20,20,regression,SL,SL,SL,0.10559184714641563,0.030204749436949493,0.17922973858518912,0.3459960885227449,0.24332714895461718,0.41949873512193026,aSL,mSL,ySL,aSL,mSL,ySL,reg,0.15959931725116075,0.04657988093363022,0.2697646721082212
20,50,regression,FE,FE,FE,0.018568452695761593,1.5896514906111695e-4,0.06224471175564549,0.25868951706475835,0.2269280851845226,0.2959173548327672,aFE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.02662856877044253,2.3579461349153142e-4,0.07946146532961916
20,50,regression,FE,FE,RE,0.016415456703363158,7.787602144862595e-5,0.05228389547333637,0.2587901458611534,0.22844012328681543,0.2884898830900956,aFE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.023627834862080463,1.2337354700829727e-4,0.06671827433332345
20,50,regression,FE,FE,SL,0.0934763414518269,0.07081104999387709,0.10491032732642877,0.3046479786488,0.26844159783991395,0.3396610203895137,aFE,mFE,ySL,aCluster,mCluster,ySL,reg,0.14268437774019677,0.09021810454214224,0.16383951033478195
20,50,regression,FE,RE,FE,0.018212031694711035,2.3430826981590486e-4,0.05923738958951334,0.256393571469294,0.22245037498061387,0.29078096917033935,aFE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.026113223043173144,3.5970735796716445e-4,0.0754669190161119
20,50,regression,FE,RE,RE,0.015962537628088743,0.0012659135673566337,0.05455558726320908,0.25539321766386275,0.22137089442162122,0.2875550023923187,aFE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.022699007684865623,0.001980260290515117,0.06945027932304298
20,50,regression,FE,RE,SL,0.095705381403148,0.08157384862013263,0.10917039050799673,0.3064177226312857,0.26512099408190853,0.3435489266655524,aFE,mRE,ySL,aCluster,mCluster,ySL,reg,0.14592114476837653,0.1077066258497008,0.17475661424149594
20,50,regression,FE,SL,FE,0.012284920897034117,0.0012494609846959795,0.03890225346827011,0.2555248543390118,0.22078916344681926,0.2851272882031238,aFE,mSL,yFE,aCluster,mSL,yCluster,reg,0.01753981637919645,0.0020032180622260314,0.04965873777072634
20,50,regression,FE,SL,RE,0.010318109710375124,2.567363569014133e-4,0.027675338724804877,0.25543230051114757,0.21969707350907602,0.29041289610438153,aFE,mSL,yRE,aCluster,mSL,yCluster,reg,0.015036220462933353,4.0419306250154367e-4,0.035340238642529075
20,50,regression,FE,SL,SL,0.10548705492811587,0.02789378820520254,0.17821380586201802,0.32320597955367314,0.22021889352711133,0.3955513227684969,aFE,mSL,ySL,aCluster,mSL,ySL,reg,0.15943432320945652,0.04304167789378596,0.2639964373278452
20,50,regression,RE,FE,FE,0.018568452695761593,1.5896514906111695e-4,0.06224471175564549,0.25868951706475835,0.2269280851845226,0.2959173548327672,aRE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.02662856877044253,2.3579461349153142e-4,0.07946146532961916
20,50,regression,RE,FE,RE,0.016415456703363158,7.787602144862595e-5,0.05228389547333637,0.2587901458611534,0.22844012328681543,0.2884898830900956,aRE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.023627834862080463,1.2337354700829727e-4,0.06671827433332345
20,50,regression,RE,FE,SL,0.0934763414518269,0.07081104999387709,0.10491032732642877,0.3046479786488,0.26844159783991395,0.3396610203895137,aRE,mFE,ySL,aCluster,mCluster,ySL,reg,0.14268437774019677,0.09021810454214224,0.16383951033478195
20,50,regression,RE,RE,FE,0.018212031694711035,2.3430826981590486e-4,0.05923738958951334,0.256393571469294,0.22245037498061387,0.29078096917033935,aRE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.026113223043173144,3.5970735796716445e-4,0.0754669190161119
20,50,regression,RE,RE,RE,0.015962537628088743,0.0012659135673566337,0.05455558726320908,0.25539321766386275,0.22137089442162122,0.2875550023923187,aRE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.022699007684865623,0.001980260290515117,0.06945027932304298
20,50,regression,RE,RE,SL,0.095705381403148,0.08157384862013263,0.10917039050799673,0.3064177226312857,0.26512099408190853,0.3435489266655524,aRE,mRE,ySL,aCluster,mCluster,ySL,reg,0.14592114476837653,0.1077066258497008,0.17475661424149594
20,50,regression,RE,SL,FE,0.012284920897034117,0.0012494609846959795,0.03890225346827011,0.2555248543390118,0.22078916344681926,0.2851272882031238,aRE,mSL,yFE,aCluster,mSL,yCluster,reg,0.01753981637919645,0.0020032180622260314,0.04965873777072634
20,50,regression,RE,SL,RE,0.010318109710375124,2.567363569014133e-4,0.027675338724804877,0.25543230051114757,0.21969707350907602,0.29041289610438153,aRE,mSL,yRE,aCluster,mSL,yCluster,reg,0.015036220462933353,4.0419306250154367e-4,0.035340238642529075
20,50,regression,RE,SL,SL,0.10548705492811587,0.02789378820520254,0.17821380586201802,0.32320597955367314,0.22021889352711133,0.3955513227684969,aRE,mSL,ySL,aCluster,mSL,ySL,reg,0.15943432320945652,0.04304167789378596,0.2639964373278452
20,50,regression,SL,FE,FE,0.018568452695761593,1.5896514906111695e-4,0.06224471175564549,0.25868951706475835,0.2269280851845226,0.2959173548327672,aSL,mFE,yFE,aSL,mCluster,yCluster,reg,0.02662856877044253,2.3579461349153142e-4,0.07946146532961916
20,50,regression,SL,FE,RE,0.016415456703363158,7.787602144862595e-5,0.05228389547333637,0.2587901458611534,0.22844012328681543,0.2884898830900956,aSL,mFE,yRE,aSL,mCluster,yCluster,reg,0.023627834862080463,1.2337354700829727e-4,0.06671827433332345
20,50,regression,SL,FE,SL,0.0934763414518269,0.07081104999387709,0.10491032732642877,0.3046479786488,0.26844159783991395,0.3396610203895137,aSL,mFE,ySL,aSL,mCluster,ySL,reg,0.14268437774019677,0.09021810454214224,0.16383951033478195
20,50,regression,SL,RE,FE,0.018212031694711035,2.3430826981590486e-4,0.05923738958951334,0.256393571469294,0.22245037498061387,0.29078096917033935,aSL,mRE,yFE,aSL,mCluster,yCluster,reg,0.026113223043173144,3.5970735796716445e-4,0.0754669190161119
20,50,regression,SL,RE,RE,0.015962537628088743,0.0012659135673566337,0.05455558726320908,0.25539321766386275,0.22137089442162122,0.2875550023923187,aSL,mRE,yRE,aSL,mCluster,yCluster,reg,0.022699007684865623,0.001980260290515117,0.06945027932304298
20,50,regression,SL,RE,SL,0.095705381403148,0.08157384862013263,0.10917039050799673,0.3064177226312857,0.26512099408190853,0.3435489266655524,aSL,mRE,ySL,aSL,mCluster,ySL,reg,0.14592114476837653,0.1077066258497008,0.17475661424149594
20,50,regression,SL,SL,FE,0.012284920897034117,0.0012494609846959795,0.03890225346827011,0.2555248543390118,0.22078916344681926,0.2851272882031238,aSL,mSL,yFE,aSL,mSL,yCluster,reg,0.01753981637919645,0.0020032180622260314,0.04965873777072634
20,50,regression,SL,SL,RE,0.010318109710375124,2.567363569014133e-4,0.027675338724804877,0.25543230051114757,0.21969707350907602,0.29041289610438153,aSL,mSL,yRE,aSL,mSL,yCluster,reg,0.015036220462933353,4.0419306250154367e-4,0.035340238642529075
20,50,regression,SL,SL,SL,0.10548705492811587,0.02789378820520254,0.17821380586201802,0.32320597955367314,0.22021889352711133,0.3955513227684969,aSL,mSL,ySL,aSL,mSL,ySL,reg,0.15943432320945652,0.04304167789378596,0.2639964373278452
100,10,regression,FE,FE,FE,0.018497526926007167,5.687271924106496e-4,0.0578278179004948,0.13701392555578853,0.12180253781665552,0.1624043249066998,aFE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.02652886728019738,8.781703141039378e-4,0.07377796988907327
100,10,regression,FE,FE,RE,0.017412470548978133,1.9554259223387128e-4,0.031486266378814014,0.13394707734081207,0.12138029601222775,0.14579839527247865,aFE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.026001620639702565,3.1101332778015036e-4,0.04859291994648221
100,10,regression,FE,FE,SL,0.10088861687657195,0.08330584447672504,0.11218138663907139,0.20997706316469628,0.18449658779029868,0.22580065167673216,aFE,mFE,ySL,aCluster,mCluster,ySL,reg,0.1538444740020892,0.10631793258204246,0.1751129174983785
100,10,regression,FE,RE,FE,0.013888133246556616,1.2765946054527628e-4,0.04918974867029734,0.13510099004698187,0.11832357170005695,0.1574177657926141,aFE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.01964749851355061,1.9670748520467428e-4,0.06287505798609194
100,10,regression,FE,RE,RE,0.01549114935027169,0.0028806968131455087,0.02675591243607963,0.13291612471446254,0.11565154010251417,0.14686492012301255,aFE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.02373840437087214,0.004647018492062164,0.04181407695613973
100,10,regression,FE,RE,SL,0.10563702000695697,0.07671734536268893,0.13502724436270033,0.21610011997090253,0.17053199157713386,0.2594428548235219,aFE,mRE,ySL,aCluster,mCluster,ySL,reg,0.16069446475466279,0.11872651371952665,0.2162795711200861
100,10,regression,FE,SL,FE,0.012447306465013422,5.389508189727701e-4,0.03879262120503972,0.13706711739412275,0.12021910769174586,0.15681024570109742,aFE,mSL,yFE,aCluster,mSL,yCluster,reg,0.017814405713854273,8.425092308409691e-4,0.04947658505038418
100,10,regression,FE,SL,RE,0.01767989474117433,3.017474389576484e-4,0.04158948953580696,0.13696365517195522,0.1161315166325206,0.15550725090243914,aFE,mSL,yRE,aCluster,mSL,yCluster,reg,0.027553822735375783,4.688396142629107e-4,0.06661491687752887
100,10,regression,FE,SL,SL,0.11390018411881354,0.03752423573382846,0.18430313837392956,0.23293371783920114,0.13523442893767543,0.32829427052377463,aFE,mSL,ySL,aCluster,mSL,ySL,reg,0.17223160111842695,0.05782260168891654,0.28744697652960677
100,10,regression,RE,FE,FE,0.018497526926007167,5.687271924106496e-4,0.0578278179004948,0.13701392555578853,0.12180253781665552,0.1624043249066998,aRE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.02652886728019738,8.781703141039378e-4,0.07377796988907327
100,10,regression,RE,FE,RE,0.017412470548978133,1.9554259223387128e-4,0.031486266378814014,0.13394707734081207,0.12138029601222775,0.14579839527247865,aRE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.026001620639702565,3.1101332778015036e-4,0.04859291994648221
100,10,regression,RE,FE,SL,0.10088861687657195,0.08330584447672504,0.11218138663907139,0.20997706316469628,0.18449658779029868,0.22580065167673216,aRE,mFE,ySL,aCluster,mCluster,ySL,reg,0.1538444740020892,0.10631793258204246,0.1751129174983785
100,10,regression,RE,RE,FE,0.013888133246556616,1.2765946054527628e-4,0.04918974867029734,0.13510099004698187,0.11832357170005695,0.1574177657926141,aRE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.01964749851355061,1.9670748520467428e-4,0.06287505798609194
100,10,regression,RE,RE,RE,0.01549114935027169,0.0028806968131455087,0.02675591243607963,0.13291612471446254,0.11565154010251417,0.14686492012301255,aRE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.02373840437087214,0.004647018492062164,0.04181407695613973
100,10,regression,RE,RE,SL,0.10563702000695697,0.07671734536268893,0.13502724436270033,0.21610011997090253,0.17053199157713386,0.2594428548235219,aRE,mRE,ySL,aCluster,mCluster,ySL,reg,0.16069446475466279,0.11872651371952665,0.2162795711200861
100,10,regression,RE,SL,FE,0.012447306465013422,5.389508189727701e-4,0.03879262120503972,0.13706711739412275,0.12021910769174586,0.15681024570109742,aRE,mSL,yFE,aCluster,mSL,yCluster,reg,0.017814405713854273,8.425092308409691e-4,0.04947658505038418
100,10,regression,RE,SL,RE,0.01767989474117433,3.017474389576484e-4,0.04158948953580696,0.13696365517195522,0.1161315166325206,0.15550725090243914,aRE,mSL,yRE,aCluster,mSL,yCluster,reg,0.027553822735375783,4.688396142629107e-4,0.06661491687752887
100,10,regression,RE,SL,SL,0.11390018411881354,0.03752423573382846,0.18430313837392956,0.23293371783920114,0.13523442893767543,0.32829427052377463,aRE,mSL,ySL,aCluster,mSL,ySL,reg,0.17223160111842695,0.05782260168891654,0.28744697652960677
100,10,regression,SL,FE,FE,0.018497526926007167,5.687271924106496e-4,0.0578278179004948,0.13701392555578853,0.12180253781665552,0.1624043249066998,aSL,mFE,yFE,aSL,mCluster,yCluster,reg,0.02652886728019738,8.781703141039378e-4,0.07377796988907327
100,10,regression,SL,FE,RE,0.017412470548978133,1.9554259223387128e-4,0.031486266378814014,0.13394707734081207,0.12138029601222775,0.14579839527247865,aSL,mFE,yRE,aSL,mCluster,yCluster,reg,0.026001620639702565,3.1101332778015036e-4,0.04859291994648221
100,10,regression,SL,FE,SL,0.10088861687657195,0.08330584447672504,0.11218138663907139,0.20997706316469628,0.18449658779029868,0.22580065167673216,aSL,mFE,ySL,aSL,mCluster,ySL,reg,0.1538444740020892,0.10631793258204246,0.1751129174983785
100,10,regression,SL,RE,FE,0.013888133246556616,1.2765946054527628e-4,0.04918974867029734,0.13510099004698187,0.11832357170005695,0.1574177657926141,aSL,mRE,yFE,aSL,mCluster,yCluster,reg,0.01964749851355061,1.9670748520467428e-4,0.06287505798609194
100,10,regression,SL,RE,RE,0.01549114935027169,0.0028806968131455087,0.02675591243607963,0.13291612471446254,0.11565154010251417,0.14686492012301255,aSL,mRE,yRE,aSL,mCluster,yCluster,reg,0.02373840437087214,0.004647018492062164,0.04181407695613973
100,10,regression,SL,RE,SL,0.10563702000695697,0.07671734536268893,0.13502724436270033,0.21610011997090253,0.17053199157713386,0.2594428548235219,aSL,mRE,ySL,aSL,mCluster,ySL,reg,0.16069446475466279,0.11872651371952665,0.2162795711200861
100,10,regression,SL,SL,FE,0.012447306465013422,5.389508189727701e-4,0.03879262120503972,0.13706711739412275,0.12021910769174586,0.15681024570109742,aSL,mSL,yFE,aSL,mSL,yCluster,reg,0.017814405713854273,8.425092308409691e-4,0.04947658505038418
100,10,regression,SL,SL,RE,0.01767989474117433,3.017474389576484e-4,0.04158948953580696,0.13696365517195522,0.1161315166325206,0.15550725090243914,aSL,mSL,yRE,aSL,mSL,yCluster,reg,0.027553822735375783,4.688396142629107e-4,0.06661491687752887
100,10,regression,SL,SL,SL,0.11390018411881354,0.03752423573382846,0.18430313837392956,0.23293371783920114,0.13523442893767543,0.32829427052377463,aSL,mSL,ySL,aSL,mSL,ySL,reg,0.17223160111842695,0.05782260168891654,0.28744697652960677
100,20,regression,FE,FE,FE,0.018425503341050017,8.279184951498432e-5,0.06099413717389925,0.12643787363376086,0.10666164844165972,0.1505387623887632,aFE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.026409101899907507,1.2616277832005717e-4,0.07768132617288423
100,20,regression,FE,FE,RE,0.016342480615888725,0.0020038663508098738,0.04686979739077012,0.12398926586111057,0.10785104586011694,0.14430956479913365,aFE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.023579251071330503,0.003210106896971737,0.05972603859042303
100,20,regression,FE,FE,SL,0.10060113849889725,0.08190209206037856,0.1143650335448423,0.20210256902365012,0.1716777859444223,0.21904830143021212,aFE,mFE,ySL,aCluster,mCluster,ySL,reg,0.15352473095223937,0.10445938878603708,0.17870273635029127
100,20,regression,FE,RE,FE,0.016015753331774595,5.358121019017325e-4,0.0539542910961418,0.12447743749213881,0.10848537557129298,0.14802325650595197,aFE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.022828388835041048,8.237545109524762e-4,0.06890285714609727
100,20,regression,FE,RE,RE,0.012702373397567676,0.0012712999534280922,0.04011445687509075,0.12279928869748759,0.10954367489865464,0.14322570513186197,aFE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.01818159769920221,0.0020499738655094155,0.05117003933034233
100,20,regression,FE,RE,SL,0.10327023878045302,0.08436672317724282,0.12344925069895954,0.20524083631602594,0.18030651925995356,0.23471661944441988,aFE,mRE,ySL,aCluster,mCluster,ySL,reg,0.1573581305336919,0.11983440123298285,0.19778410236248273
100,20,regression,FE,SL,FE,0.012608356142433514,4.0064527304355064e-4,0.035965056552781455,0.12341811307780189,0.11075510538030142,0.1425261822705553,aFE,mSL,yFE,aCluster,mSL,yCluster,reg,0.01808437316479575,6.404545816445502e-4,0.04597043530860646
100,20,regression,FE,SL,RE,0.011924574546311024,9.958309692662713e-4,0.02270160303904508,0.12317941606295783,0.1087336433907549,0.13636989795493532,aFE,mSL,yRE,aCluster,mSL,yCluster,reg,0.018157731094491498,0.0015373166845142816,0.03636520177830555
100,20,regression,FE,SL,SL,0.11318887696628575,0.035748398998976964,0.1890754362417773,0.22190317667485823,0.12024679287744376,0.32433159279397966,aFE,mSL,ySL,aCluster,mSL,ySL,reg,0.1711820837123148,0.055120123810420814,0.2914087162288104
100,20,regression,RE,FE,FE,0.018425503341050017,8.279184951498432e-5,0.06099413717389925,0.12643787363376086,0.10666164844165972,0.1505387623887632,aRE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.026409101899907507,1.2616277832005717e-4,0.07768132617288423
100,20,regression,RE,FE,RE,0.016342480615888725,0.0020038663508098738,0.04686979739077012,0.12398926586111057,0.10785104586011694,0.14430956479913365,aRE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.023579251071330503,0.003210106896971737,0.05972603859042303
100,20,regression,RE,FE,SL,0.10060113849889725,0.08190209206037856,0.1143650335448423,0.20210256902365012,0.1716777859444223,0.21904830143021212,aRE,mFE,ySL,aCluster,mCluster,ySL,reg,0.15352473095223937,0.10445938878603708,0.17870273635029127
100,20,regression,RE,RE,FE,0.016015753331774595,5.358121019017325e-4,0.0539542910961418,0.12447743749213881,0.10848537557129298,0.14802325650595197,aRE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.022828388835041048,8.237545109524762e-4,0.06890285714609727
100,20,regression,RE,RE,RE,0.012702373397567676,0.0012712999534280922,0.04011445687509075,0.12279928869748759,0.10954367489865464,0.14322570513186197,aRE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.01818159769920221,0.0020499738655094155,0.05117003933034233
100,20,regression,RE,RE,SL,0.10327023878045302,0.08436672317724282,0.12344925069895954,0.20524083631602594,0.18030651925995356,0.23471661944441988,aRE,mRE,ySL,aCluster,mCluster,ySL,reg,0.1573581305336919,0.11983440123298285,0.19778410236248273
100,20,regression,RE,SL,FE,0.012608356142433514,4.0064527304355064e-4,0.035965056552781455,0.12341811307780189,0.11075510538030142,0.1425261822705553,aRE,mSL,yFE,aCluster,mSL,yCluster,reg,0.01808437316479575,6.404545816445502e-4,0.04597043530860646
100,20,regression,RE,SL,RE,0.011924574546311024,9.958309692662713e-4,0.02270160303904508,0.12317941606295783,0.1087336433907549,0.13636989795493532,aRE,mSL,yRE,aCluster,mSL,yCluster,reg,0.018157731094491498,0.0015373166845142816,0.03636520177830555
100,20,regression,RE,SL,SL,0.11318887696628575,0.035748398998976964,0.1890754362417773,0.22190317667485823,0.12024679287744376,0.32433159279397966,aRE,mSL,ySL,aCluster,mSL,ySL,reg,0.1711820837123148,0.055120123810420814,0.2914087162288104
100,20,regression,SL,FE,FE,0.018425503341050017,8.279184951498432e-5,0.06099413717389925,0.12643787363376086,0.10666164844165972,0.1505387623887632,aSL,mFE,yFE,aSL,mCluster,yCluster,reg,0.026409101899907507,1.2616277832005717e-4,0.07768132617288423
100,20,regression,SL,FE,RE,0.016342480615888725,0.0020038663508098738,0.04686979739077012,0.12398926586111057,0.10785104586011694,0.14430956479913365,aSL,mFE,yRE,aSL,mCluster,yCluster,reg,0.023579251071330503,0.003210106896971737,0.05972603859042303
100,20,regression,SL,FE,SL,0.10060113849889725,0.08190209206037856,0.1143650335448423,0.20210256902365012,0.1716777859444223,0.21904830143021212,aSL,mFE,ySL,aSL,mCluster,ySL,reg,0.15352473095223937,0.10445938878603708,0.17870273635029127
100,20,regression,SL,RE,FE,0.016015753331774595,5.358121019017325e-4,0.0539542910961418,0.12447743749213881,0.10848537557129298,0.14802325650595197,aSL,mRE,yFE,aSL,mCluster,yCluster,reg,0.022828388835041048,8.237545109524762e-4,0.06890285714609727
100,20,regression,SL,RE,RE,0.012702373397567676,0.0012712999534280922,0.04011445687509075,0.12279928869748759,0.10954367489865464,0.14322570513186197,aSL,mRE,yRE,aSL,mCluster,yCluster,reg,0.01818159769920221,0.0020499738655094155,0.05117003933034233
100,20,regression,SL,RE,SL,0.10327023878045302,0.08436672317724282,0.12344925069895954,0.20524083631602594,0.18030651925995356,0.23471661944441988,aSL,mRE,ySL,aSL,mCluster,ySL,reg,0.1573581305336919,0.11983440123298285,0.19778410236248273
100,20,regression,SL,SL,FE,0.012608356142433514,4.0064527304355064e-4,0.035965056552781455,0.12341811307780189,0.11075510538030142,0.1425261822705553,aSL,mSL,yFE,aSL,mSL,yCluster,reg,0.01808437316479575,6.404545816445502e-4,0.04597043530860646
100,20,regression,SL,SL,RE,0.011924574546311024,9.958309692662713e-4,0.02270160303904508,0.12317941606295783,0.1087336433907549,0.13636989795493532,aSL,mSL,yRE,aSL,mSL,yCluster,reg,0.018157731094491498,0.0015373166845142816,0.03636520177830555
100,20,regression,SL,SL,SL,0.11318887696628575,0.035748398998976964,0.1890754362417773,0.22190317667485823,0.12024679287744376,0.32433159279397966,aSL,mSL,ySL,aSL,mSL,ySL,reg,0.1711820837123148,0.055120123810420814,0.2914087162288104
100,50,regression,FE,FE,FE,0.01849252277495162,0.0010683159796478299,0.057544151212923535,0.11877022988843984,0.09887060090151928,0.1484280567276553,aFE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.02650889057652123,0.00165727215936074,0.07356856560088178
100,50,regression,FE,FE,RE,0.017410279879340677,6.084897504964245e-4,0.05421715484740393,0.1194067448751285,0.10114969810162767,0.14529446204947669,aFE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.02490671680446084,9.533087149994703e-4,0.06909963631285608
100,50,regression,FE,FE,SL,0.10166057697918211,0.08098276626036431,0.11600231308752407,0.1982074573452864,0.1646425627102269,0.2180174184385263,aFE,mFE,ySL,aCluster,mCluster,ySL,reg,0.15513051478871254,0.10328341964210086,0.18102718249665006
100,50,regression,FE,RE,FE,0.017434846055761347,4.325080931825492e-4,0.06017706174648044,0.11980488058104707,0.1005607894511434,0.147122965955129,aFE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.02485108855586537,6.717191667695753e-4,0.0767361554144388
100,50,regression,FE,RE,RE,0.015465685275858967,7.153550055708187e-4,0.05009203333255232,0.11689274307808048,0.09913077716450848,0.14257739509033288,aFE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.02206906445688169,0.0011175436527851,0.0639937173422988
100,50,regression,FE,RE,SL,0.10108974644851529,0.08494193727879432,0.11454161273561331,0.19694912662629876,0.1717498932085119,0.21935764627263968,aFE,mRE,ySL,aCluster,mCluster,ySL,reg,0.15413346884913226,0.10841821540431945,0.18364167209281074
100,50,regression,FE,SL,FE,0.012069007236261616,2.1135422964596758e-4,0.03781199334292381,0.1174343520865857,0.1006320778170204,0.1356202311392516,aFE,mSL,yFE,aCluster,mSL,yCluster,reg,0.017216796039968896,3.384923135647502e-4,0.04824714555084197
100,50,regression,FE,SL,RE,0.010935725595875329,9.613694260785494e-4,0.03136981945848651,0.11491862942175331,0.09884046601412304,0.13313144241041405,aFE,mSL,yRE,aCluster,mSL,yCluster,reg,0.01584721194847138,0.0015558236234040576,0.04006150817055658
100,50,regression,FE,SL,SL,0.11291469624834968,0.03537242595170175,0.18529962866638489,0.21654364967639994,0.11250830240188209,0.3179503332288373,aFE,mSL,ySL,aCluster,mSL,ySL,reg,0.17075118620111396,0.054508002973268306,0.2887373865162643
100,50,regression,RE,FE,FE,0.01849252277495162,0.0010683159796478299,0.057544151212923535,0.11877022988843984,0.09887060090151928,0.1484280567276553,aRE,mFE,yFE,aCluster,mCluster,yCluster,reg,0.02650889057652123,0.00165727215936074,0.07356856560088178
100,50,regression,RE,FE,RE,0.017410279879340677,6.084897504964245e-4,0.05421715484740393,0.1194067448751285,0.10114969810162767,0.14529446204947669,aRE,mFE,yRE,aCluster,mCluster,yCluster,reg,0.02490671680446084,9.533087149994703e-4,0.06909963631285608
100,50,regression,RE,FE,SL,0.10166057697918211,0.08098276626036431,0.11600231308752407,0.1982074573452864,0.1646425627102269,0.2180174184385263,aRE,mFE,ySL,aCluster,mCluster,ySL,reg,0.15513051478871254,0.10328341964210086,0.18102718249665006
100,50,regression,RE,RE,FE,0.017434846055761347,4.325080931825492e-4,0.06017706174648044,0.11980488058104707,0.1005607894511434,0.147122965955129,aRE,mRE,yFE,aCluster,mCluster,yCluster,reg,0.02485108855586537,6.717191667695753e-4,0.0767361554144388
100,50,regression,RE,RE,RE,0.015465685275858967,7.153550055708187e-4,0.05009203333255232,0.11689274307808048,0.09913077716450848,0.14257739509033288,aRE,mRE,yRE,aCluster,mCluster,yCluster,reg,0.02206906445688169,0.0011175436527851,0.0639937173422988
100,50,regression,RE,RE,SL,0.10108974644851529,0.08494193727879432,0.11454161273561331,0.19694912662629876,0.1717498932085119,0.21935764627263968,aRE,mRE,ySL,aCluster,mCluster,ySL,reg,0.15413346884913226,0.10841821540431945,0.18364167209281074
100,50,regression,RE,SL,FE,0.012069007236261616,2.1135422964596758e-4,0.03781199334292381,0.1174343520865857,0.1006320778170204,0.1356202311392516,aRE,mSL,yFE,aCluster,mSL,yCluster,reg,0.017216796039968896,3.384923135647502e-4,0.04824714555084197
