J,nj,cluster_a,cluster_y,cluster_m,estimator,effname,abs.performance,abs.value_mean,abs.value_min,abs.value_max
20,50,RE,RE,FE,multi,"Y(1,gm1(1),gm2(1))",|Bias|,0.03261512517820498,0.024595442304062267,0.03801431649072706
20,50,RE,RE,FE,multi,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.020350805728957703,0.01536690671423951,0.023704446009199697
20,50,RE,RE,FE,multi,"Y(1,gmjo(0))",sqrtMSE,0.25990383776928117,0.23347981624717087,0.2879457445716578
20,50,RE,RE,FE,multi,"Y(1,gmjo(0))",|Bias|,0.0032549130572687296,0.00015416617561063691,0.007734644466785718
20,50,RE,RE,FE,multi,"Y(1,gmjo(0))",|Rel.Bias|,0.002105315925668201,9.978533237077548e-5,0.005000280753631355
20,50,RE,RE,FE,multi,"Y(1,gmjo(1))",sqrtMSE,0.26484505892832144,0.24031921135437348,0.290470108709586
20,50,RE,RE,FE,multi,"Y(1,gmjo(1))",|Bias|,0.04370220482532336,0.0355539689818282,0.04903889407269505
20,50,RE,RE,FE,multi,"Y(1,gmjo(1))",|Rel.Bias|,0.027080193218729093,0.022060960102307722,0.03036668229211636
20,50,RE,RE,FE,reg,"IDE(,gmjo(0))",sqrtMSE,0.14139945117717617,0.13650344900981534,0.145494020948883
20,50,RE,RE,FE,reg,"IDE(,gmjo(0))",|Bias|,0.054683421790246656,0.05103824861658405,0.06152099390096387
20,50,RE,RE,FE,reg,"IDE(,gmjo(0))",|Rel.Bias|,0.20302296350888593,0.19058821051469482,0.22720875708557992
20,50,RE,RE,FE,reg,"IIE_M1(1,,gm2(0))",sqrtMSE,0.016104416749926957,0.01555419733000836,0.016721467668537625
20,50,RE,RE,FE,reg,"IIE_M1(1,,gm2(0))",|Bias|,0.011973497116154544,0.011066597709893086,0.012777848837097198
20,50,RE,RE,FE,reg,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.48014207029068695,0.46480573866134606,0.4909039193618399
20,50,RE,RE,FE,reg,"IIE_M2(1,gm1(1),)",sqrtMSE,0.027574228417585087,0.026093872647807072,0.029049932790915445
20,50,RE,RE,FE,reg,"IIE_M2(1,gm1(1),)",|Bias|,0.02457986352646556,0.023212979486201473,0.026005019313855113
20,50,RE,RE,FE,reg,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.6579228258853184,0.6523777809211454,0.6632130547872717
20,50,RE,RE,FE,reg,IIE_Mdep,sqrtMSE,0.005740023635896795,0.004970376888889432,0.006585420664227916
20,50,RE,RE,FE,reg,IIE_Mdep,|Bias|,0.005740023635896795,0.004970376888889432,0.006585420664227916
20,50,RE,RE,FE,reg,IIE_Mdep,|Rel.Bias|,1,1,1.0000000000000002
20,50,RE,RE,FE,reg,"IIE_Mjo(1,)",sqrtMSE,0.04580751424187682,0.043700389077626994,0.047968605829266736
20,50,RE,RE,FE,reg,"IIE_Mjo(1,)",|Bias|,0.04229338427851689,0.03987041407090191,0.044631285335011366
20,50,RE,RE,FE,reg,"IIE_Mjo(1,)",|Rel.Bias|,0.6216247725836632,0.6160855236282937,0.6255549842919286
20,50,RE,RE,FE,reg,"Y(0,gmjo(0))",sqrtMSE,0.2639251367843597,0.23539060292279126,0.2884898830900956
20,50,RE,RE,FE,reg,"Y(0,gmjo(0))",|Bias|,0.06060541192271324,0.05322551007208288,0.06671827433332345
20,50,RE,RE,FE,reg,"Y(0,gmjo(0))",|Rel.Bias|,0.04751405048610933,0.04172248643655331,0.05228389547333637
20,50,RE,RE,FE,reg,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.2568661362627488,0.22867704292665839,0.28054420975603006
20,50,RE,RE,FE,reg,"Y(1,gm1(0),gm2(0))",|Bias|,0.011360626811900337,0.00634193973315308,0.016181812885853863
20,50,RE,RE,FE,reg,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.007383459749186099,0.0041147119524131,0.010526271676313217
20,50,RE,RE,FE,reg,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.2570229343824021,0.22882664984980425,0.2807970189836374
20,50,RE,RE,FE,reg,"Y(1,gm1(1),gm2(0))",|Bias|,0.002314852328632518,1.2337354700829727e-4,0.004724657976739966
20,50,RE,RE,FE,reg,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.0014807233299182789,7.787602144862595e-5,0.003017688501075933
20,50,RE,RE,FE,reg,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.2584592641174204,0.23039026851682712,0.2821623070945543
20,50,RE,RE,FE,reg,"Y(1,gm1(1),gm2(1))",|Bias|,0.02519273383071976,0.021864051784929638,0.02855809744885936
20,50,RE,RE,FE,reg,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.015728061723294037,0.01363636093481989,0.017834127079524555
20,50,RE,RE,FE,reg,"Y(1,gmjo(0))",sqrtMSE,0.2566733134527244,0.22844012328681543,0.28039778749434074
20,50,RE,RE,FE,reg,"Y(1,gmjo(0))",|Bias|,0.005921990132466555,0.0014006642122808054,0.010236103061521944
20,50,RE,RE,FE,reg,"Y(1,gmjo(0))",|Rel.Bias|,0.0038361542989466322,9.063366759427591e-4,0.006634836819970466
20,50,RE,RE,FE,reg,"Y(1,gmjo(1))",sqrtMSE,0.25979409016726507,0.23192869431573043,0.2833267264134706
20,50,RE,RE,FE,reg,"Y(1,gmjo(1))",|Bias|,0.03637139414605036,0.03439518227348952,0.03846974985862106
20,50,RE,RE,FE,reg,"Y(1,gmjo(1))",|Rel.Bias|,0.02255029063272457,0.021288238139406605,0.02387625680773137
20,50,RE,RE,FE,rmpw,"IDE(,gmjo(0))",sqrtMSE,0.26381180311322194,0.188724022372464,0.3499720271695972
20,50,RE,RE,FE,rmpw,"IDE(,gmjo(0))",|Bias|,0.21991208368056878,0.1528138042081979,0.29603643108736316
20,50,RE,RE,FE,rmpw,"IDE(,gmjo(0))",|Rel.Bias|,0.8156648088338095,0.570628398443351,1.093304956517442
20,50,RE,RE,FE,rmpw,"IIE_M1(1,,gm2(0))",sqrtMSE,0.020945292367349714,0.0191650409832303,0.02295545987291654
20,50,RE,RE,FE,rmpw,"IIE_M1(1,,gm2(0))",|Bias|,0.002907890416776536,0.0023517238924943363,0.003287402242945687
20,50,RE,RE,FE,rmpw,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.11670231898925953,0.09875106167816973,0.13590233176069497
20,50,RE,RE,FE,rmpw,"IIE_M2(1,gm1(1),)",sqrtMSE,0.027186516563143408,0.026208909196690302,0.02839583882118401
20,50,RE,RE,FE,rmpw,"IIE_M2(1,gm1(1),)",|Bias|,0.012787655126165197,0.01134443201729206,0.014219991654489164
20,50,RE,RE,FE,rmpw,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.34222505903455874,0.3115495578063184,0.3761563401731189
20,50,RE,RE,FE,rmpw,IIE_Mdep,sqrtMSE,0.006356733044644134,0.005523532684926385,0.0072811592872062385
20,50,RE,RE,FE,rmpw,IIE_Mdep,|Bias|,0.00594138993323361,0.005145677643840653,0.006856020380303801
20,50,RE,RE,FE,rmpw,IIE_Mdep,|Rel.Bias|,1.0352481407057827,1.0250334406537969,1.0422656820881346
20,50,RE,RE,FE,rmpw,"IIE_Mjo(1,)",sqrtMSE,0.03443712997864907,0.032954367992684565,0.03586156059269704
20,50,RE,RE,FE,rmpw,"IIE_Mjo(1,)",|Bias|,0.01582115464262227,0.01404941957622468,0.017286430272680408
20,50,RE,RE,FE,rmpw,"IIE_Mjo(1,)",|Rel.Bias|,0.23263821479502284,0.21699465924292174,0.25207818285469846
20,50,RE,RE,FE,rmpw,"Y(0,gmjo(0))",sqrtMSE,0.258786957703802,0.2163951879551239,0.2949877771274939
20,50,RE,RE,FE,rmpw,"Y(0,gmjo(0))",|Bias|,0.09965379645583432,0.06296813885054972,0.13189525875134683
20,50,RE,RE,FE,rmpw,"Y(0,gmjo(0))",|Rel.Bias|,0.07809272878319316,0.04943252009459135,0.1033213452033954
20,50,RE,RE,FE,rmpw,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.2806508347450492,0.2391909844052284,0.3275003365156537
20,50,RE,RE,FE,rmpw,"Y(1,gm1(0),gm2(0))",|Bias|,0.12179442150186023,0.09095937149959084,0.16611081887073784
20,50,RE,RE,FE,rmpw,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.0790772374287134,0.059230423109455345,0.10772764859722456
20,50,RE,RE,FE,rmpw,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.28198175204092546,0.24060115802384005,0.3290669534737425
20,50,RE,RE,FE,rmpw,"Y(1,gm1(1),gm2(0))",|Bias|,0.12470231191863677,0.09371667774140237,0.16934594816059248
20,50,RE,RE,FE,rmpw,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.07968805511918933,0.060008701968852864,0.1081557485230198
20,50,RE,RE,FE,rmpw,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.2753903537940022,0.23349312725823443,0.32160468483691235
20,50,RE,RE,FE,rmpw,"Y(1,gm1(1),gm2(1))",|Bias|,0.11191465679247156,0.07949668608691321,0.15800151614330032
20,50,RE,RE,FE,rmpw,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.06986653426905243,0.04964327620922929,0.09869462138303804
20,50,RE,RE,FE,rmpw,"Y(1,gmjo(0))",sqrtMSE,0.2797634368540582,0.23844814190004535,0.32604466241626123
20,50,RE,RE,FE,rmpw,"Y(1,gmjo(0))",|Bias|,0.12025828722473442,0.08984566535764814,0.16414117233601636
20,50,RE,RE,FE,rmpw,"Y(1,gmjo(0))",|Rel.Bias|,0.07780748225538657,0.05829259909122336,0.10608773238720023
20,50,RE,RE,FE,rmpw,"Y(1,gmjo(1))",sqrtMSE,0.2722042348840383,0.2308529587176086,0.31723767709696193
20,50,RE,RE,FE,rmpw,"Y(1,gmjo(1))",|Bias|,0.10443713258211214,0.07255923508496775,0.15009175275979167
20,50,RE,RE,FE,rmpw,"Y(1,gmjo(1))",|Rel.Bias|,0.06475092400392068,0.04499632828008741,0.09311038164354679
20,50,RE,RE,RE,multi,"IDE(,gmjo(0))",sqrtMSE,0.14664765536467678,0.1386049867127696,0.1515325506118954
20,50,RE,RE,RE,multi,"IDE(,gmjo(0))",|Bias|,0.06471140583003326,0.06251018082635537,0.06741016155278709
20,50,RE,RE,RE,multi,"IDE(,gmjo(0))",|Rel.Bias|,0.2403386703514328,0.23344064722826752,0.24903581255066548
20,50,RE,RE,RE,multi,"IIE_M1(1,,gm2(0))",sqrtMSE,0.018352361037119163,0.017648016674760195,0.019078498557205562
20,50,RE,RE,RE,multi,"IIE_M1(1,,gm2(0))",|Bias|,0.012013458594626561,0.01138292831924737,0.013132785505943856
20,50,RE,RE,RE,multi,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.4819805125522575,0.4594359431324057,0.5038962123428079
20,50,RE,RE,RE,multi,"IIE_M2(1,gm1(1),)",sqrtMSE,0.0295364935605989,0.02884707694310556,0.030512600566723447
20,50,RE,RE,RE,multi,"IIE_M2(1,gm1(1),)",|Bias|,0.02510398849734014,0.023699289420328878,0.026487850245454726
20,50,RE,RE,RE,multi,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.672145835077988,0.6628528081131995,0.6832086147796925
20,50,RE,RE,RE,multi,IIE_Mdep,sqrtMSE,0.005969182096080614,0.005187719804351026,0.006827529310575671
20,50,RE,RE,RE,multi,IIE_Mdep,|Bias|,0.00572631360644728,0.004904018706756977,0.006614555042592348
20,50,RE,RE,RE,multi,IIE_Mdep,|Rel.Bias|,0.9968958906755107,0.9851995807088296,1.0104368023430728
20,50,RE,RE,RE,multi,"IIE_Mjo(1,)",sqrtMSE,0.048137772507824104,0.04636757379274021,0.049988847072552106
20,50,RE,RE,RE,multi,"IIE_Mjo(1,)",|Bias|,0.04284376069841398,0.040863373716963206,0.04539972818115431
20,50,RE,RE,RE,multi,"IIE_Mjo(1,)",|Rel.Bias|,0.6298747735419843,0.618499484043132,0.6363448818129013
20,50,RE,RE,RE,multi,"Y(0,gmjo(0))",sqrtMSE,0.2648696330067314,0.23736536399034391,0.29715789653504127
20,50,RE,RE,RE,multi,"Y(0,gmjo(0))",|Bias|,0.06645090560902744,0.0634372546274099,0.0706373386887741
20,50,RE,RE,RE,multi,"Y(0,gmjo(0))",|Rel.Bias|,0.05212864104886141,0.049743233474545914,0.055520147503974826
20,50,RE,RE,RE,multi,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.25539807004853976,0.2241567047015679,0.2910145571003491
20,50,RE,RE,RE,multi,"Y(1,gm1(0),gm2(0))",|Bias|,0.007208201263922149,8.920247952112115e-4,0.014132906021531404
20,50,RE,RE,RE,multi,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.004689912848918681,5.788497579016668e-4,0.009212278161373799
20,50,RE,RE,RE,multi,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.25584733060165904,0.2242493912674329,0.29181561848012894
20,50,RE,RE,RE,multi,"Y(1,gm1(1),gm2(0))",|Bias|,0.005305317588498251,0.001000120515587665,0.01049090352403625
20,50,RE,RE,RE,multi,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.003391182888563063,6.410205135740379e-4,0.006704090778091958
20,50,RE,RE,RE,multi,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.25764818454183575,0.22703050522135154,0.2930902274145011
20,50,RE,RE,RE,multi,"Y(1,gm1(1),gm2(1))",|Bias|,0.02990924582804459,0.024652267117030505,0.03506733021499516
20,50,RE,RE,RE,multi,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.01868182284973722,0.015418262572009116,0.02190581190540264
20,50,RE,RE,RE,multi,"Y(1,gmjo(0))",sqrtMSE,0.25523946240114886,0.22397648611562404,0.2910833660186233
20,50,RE,RE,RE,multi,"Y(1,gmjo(0))",|Bias|,0.003725953241682758,0.001326951196875217,0.008127157862418681
20,50,RE,RE,RE,multi,"Y(1,gmjo(0))",|Rel.Bias|,0.0024153771666630503,8.604203052273345e-4,0.0052771675785341105
20,50,RE,RE,RE,multi,"Y(1,gmjo(1))",sqrtMSE,0.25909379121339954,0.22880483705127472,0.2943903401839182
20,50,RE,RE,RE,multi,"Y(1,gmjo(1))",|Bias|,0.04110426091941978,0.037272570318735494,0.04483628064234038
20,50,RE,RE,RE,multi,"Y(1,gmjo(1))",|Rel.Bias|,0.025498032261681257,0.02313047760956753,0.027835660590597
20,50,RE,RE,RE,reg,"IDE(,gmjo(0))",sqrtMSE,0.1383334597278734,0.13175137329044376,0.14377871547692928
20,50,RE,RE,RE,reg,"IDE(,gmjo(0))",|Bias|,0.05596397116607583,0.05248095527848665,0.05996693260100081
20,50,RE,RE,RE,reg,"IDE(,gmjo(0))",|Rel.Bias|,0.20785497512906811,0.19383579409532534,0.22149334142019586
20,50,RE,RE,RE,reg,"IIE_M1(1,,gm2(0))",sqrtMSE,0.015170692437552931,0.014568991666011763,0.01580221666502507
20,50,RE,RE,RE,reg,"IIE_M1(1,,gm2(0))",|Bias|,0.009253687498232247,0.008335245608318692,0.010785383237475688
20,50,RE,RE,RE,reg,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.37087572730258217,0.34594069619003665,0.4141640205809302
20,50,RE,RE,RE,reg,"IIE_M2(1,gm1(1),)",sqrtMSE,0.025665325195297007,0.024632695738186876,0.026611128836112777
20,50,RE,RE,RE,reg,"IIE_M2(1,gm1(1),)",|Bias|,0.02176077965052234,0.020814225927072796,0.022603140055730577
20,50,RE,RE,RE,reg,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.5828530375481471,0.5648276598029873,0.6039369436374696
20,50,RE,RE,RE,reg,IIE_Mdep,sqrtMSE,0.005742335720127271,0.004973113871361786,0.006588327100383789
20,50,RE,RE,RE,reg,IIE_Mdep,|Bias|,0.005742335720127271,0.004973113871361786,0.006588327100383789
20,50,RE,RE,RE,reg,IIE_Mdep,|Rel.Bias|,1,1,1.0000000000000002
20,50,RE,RE,RE,reg,"IIE_Mjo(1,)",sqrtMSE,0.04170529910278134,0.03942802201291006,0.044367026833507454
20,50,RE,RE,RE,reg,"IIE_Mjo(1,)",|Bias|,0.03675680286888186,0.03412258540675328,0.03997685039359006
20,50,RE,RE,RE,reg,"IIE_Mjo(1,)",|Rel.Bias|,0.5402855619884672,0.5191567688990968,0.5602469691965435
20,50,RE,RE,RE,reg,"Y(0,gmjo(0))",sqrtMSE,0.2627434807625689,0.2310779533023293,0.2875550023923187
20,50,RE,RE,RE,reg,"Y(0,gmjo(0))",|Bias|,0.06410147611781028,0.05881679722836875,0.06945027932304298
20,50,RE,RE,RE,reg,"Y(0,gmjo(0))",|Rel.Bias|,0.050276411274253766,0.04613657154421131,0.05455558726320908
20,50,RE,RE,RE,reg,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.25342467682282743,0.22157740061411169,0.2803832958675752
20,50,RE,RE,RE,reg,"Y(1,gm1(0),gm2(0))",|Bias|,0.013574987471979254,0.010988775797029603,0.017404035915872217
20,50,RE,RE,RE,reg,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.0088236025154035,0.00714835969513408,0.011339426497121404
20,50,RE,RE,RE,reg,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.2535519814489521,0.2218076358627837,0.2804524036825657
20,50,RE,RE,RE,reg,"Y(1,gm1(1),gm2(0))",|Bias|,0.004321299973747003,0.001980260290515117,0.0066186526783964875
20,50,RE,RE,RE,reg,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.0027645296062720954,0.0012659135673566337,0.0042402765656477295
20,50,RE,RE,RE,reg,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.25420807241007665,0.22324907715803427,0.2810976306454548
20,50,RE,RE,RE,reg,"Y(1,gm1(1),gm2(1))",|Bias|,0.01743947967677533,0.014400708872947511,0.02042905158691975
20,50,RE,RE,RE,reg,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.010890763500681678,0.008992340499114463,0.012747675359283311
20,50,RE,RE,RE,reg,"Y(1,gmjo(0))",sqrtMSE,0.25319087059912304,0.22137089442162122,0.2802242149202492
20,50,RE,RE,RE,reg,"Y(1,gmjo(0))",|Bias|,0.008137504951734488,0.005391354832929801,0.011467724933666067
20,50,RE,RE,RE,reg,"Y(1,gmjo(0))",|Rel.Bias|,0.005270954710109193,0.003493842935626293,0.007442821531709321
20,50,RE,RE,RE,reg,"Y(1,gmjo(1))",sqrtMSE,0.2552402239396285,0.22455387547713712,0.2820625089233678
20,50,RE,RE,RE,reg,"Y(1,gmjo(1))",|Bias|,0.028619297917147395,0.024319511259825802,0.031638417257588335
20,50,RE,RE,RE,reg,"Y(1,gmjo(1))",|Rel.Bias|,0.01774896416181223,0.015093384472947982,0.019604566320726994
20,50,RE,RE,RE,rmpw,"IDE(,gmjo(0))",sqrtMSE,0.2504432677706676,0.17408685435143367,0.34259029138563013
20,50,RE,RE,RE,rmpw,"IDE(,gmjo(0))",|Bias|,0.20590632190162056,0.13746902440314146,0.2903365951676714
20,50,RE,RE,RE,rmpw,"IDE(,gmjo(0))",|Rel.Bias|,0.7637449244344714,0.5133679812894653,1.0723339468400663
20,50,RE,RE,RE,rmpw,"IIE_M1(1,,gm2(0))",sqrtMSE,0.02517332472705066,0.024539132608981037,0.026008826562809728
20,50,RE,RE,RE,rmpw,"IIE_M1(1,,gm2(0))",|Bias|,0.010186749497986603,0.008853016991241405,0.01172751869622575
20,50,RE,RE,RE,rmpw,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.40938592016961717,0.3398959992990624,0.46324239570193326
20,50,RE,RE,RE,rmpw,"IIE_M2(1,gm1(1),)",sqrtMSE,0.02739388085891803,0.0257473979161031,0.029014049275244657
20,50,RE,RE,RE,rmpw,"IIE_M2(1,gm1(1),)",|Bias|,0.0048034658913320245,0.003808543339224983,0.005404494971261586
20,50,RE,RE,RE,rmpw,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.12852200384677845,0.10590127912378959,0.14527874207067693
20,50,RE,RE,RE,rmpw,IIE_Mdep,sqrtMSE,0.0067295146912327705,0.005909682318318433,0.007571714032717852
20,50,RE,RE,RE,rmpw,IIE_Mdep,|Bias|,0.006138184785473433,0.005327849025960119,0.006996922711541348
20,50,RE,RE,RE,rmpw,IIE_Mdep,|Rel.Bias|,1.0700147441796033,1.0633017505621882,1.081399700714272
20,50,RE,RE,RE,rmpw,"IIE_Mjo(1,)",sqrtMSE,0.0335776026015481,0.03174797923011201,0.03577643169583393
20,50,RE,RE,RE,rmpw,"IIE_Mjo(1,)",|Bias|,0.002081011272313163,7.62103657013089e-4,0.003548400691561527
20,50,RE,RE,RE,rmpw,"IIE_Mjo(1,)",|Rel.Bias|,0.030600655530076935,0.010681493876536574,0.049723210855762846
20,50,RE,RE,RE,rmpw,"Y(0,gmjo(0))",sqrtMSE,0.25850936134049607,0.21848157965222836,0.30174680853649477
20,50,RE,RE,RE,rmpw,"Y(0,gmjo(0))",|Bias|,0.1003265353505596,0.06497599638043419,0.13932312877518488
20,50,RE,RE,RE,rmpw,"Y(0,gmjo(0))",|Rel.Bias|,0.07865920328022788,0.051000923533224676,0.10916946447108754
20,50,RE,RE,RE,rmpw,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.27120171918793945,0.23019718208621942,0.31844975550741345
20,50,RE,RE,RE,rmpw,"Y(1,gm1(0),gm2(0))",|Bias|,0.10629237892747867,0.07279615747272401,0.15209911850176872
20,50,RE,RE,RE,rmpw,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.06904272499534014,0.047388419310058674,0.09866755208829484
20,50,RE,RE,RE,rmpw,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.27574877080295973,0.23428276073240148,0.3234095661136576
20,50,RE,RE,RE,rmpw,"Y(1,gm1(1),gm2(0))",|Bias|,0.11647912842546529,0.0845236761689498,0.16123907191108736
20,50,RE,RE,RE,rmpw,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.07446597767570884,0.054105646986098516,0.10300490883235563
20,50,RE,RE,RE,rmpw,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.27214531384888346,0.2308313063645374,0.3197059840594566
20,50,RE,RE,RE,rmpw,"Y(1,gm1(1),gm2(1))",|Bias|,0.11167566253413326,0.07962661215479984,0.1561353106703957
20,50,RE,RE,RE,rmpw,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.06974621281624423,0.04970801530137038,0.0975550772887277
20,50,RE,RE,RE,rmpw,"Y(1,gmjo(0))",sqrtMSE,0.2707622504927046,0.23007007237361157,0.31771287779012347
20,50,RE,RE,RE,rmpw,"Y(1,gmjo(0))",|Bias|,0.10557978655106098,0.07249302802270721,0.15101346639248653
20,50,RE,RE,RE,rmpw,"Y(1,gmjo(0))",|Rel.Bias|,0.06833984781406412,0.047019622359576546,0.09763007386977018
20,50,RE,RE,RE,rmpw,"Y(1,gmjo(1))",sqrtMSE,0.26916917807964685,0.22856327045639382,0.31583184612261966
20,50,RE,RE,RE,rmpw,"Y(1,gmjo(1))",|Bias|,0.10482488537224216,0.07325513167972036,0.14889004218178403
20,50,RE,RE,RE,rmpw,"Y(1,gmjo(1))",|Rel.Bias|,0.06501637969137028,0.04541265587102502,0.09239049617761205
20,50,RE,RE,SL,multi,"IDE(,gmjo(0))",sqrtMSE,0.15449639645748992,0.14799857743244624,0.16378859478314337
20,50,RE,RE,SL,multi,"IDE(,gmjo(0))",|Bias|,0.0678707248383379,0.0651541888817856,0.06959138373709911
20,50,RE,RE,SL,multi,"IDE(,gmjo(0))",|Rel.Bias|,0.25210797914253574,0.2405878905881937,0.25763643525390906
20,50,RE,RE,SL,multi,"IIE_M1(1,,gm2(0))",sqrtMSE,0.02684030241225718,0.023341663746631255,0.030015327003877094
20,50,RE,RE,SL,multi,"IIE_M1(1,,gm2(0))",|Bias|,0.004903272456698434,0.004103765372576443,0.0055144895938960695
20,50,RE,RE,SL,multi,"IIE_M1(1,,gm2(0))",|Rel.Bias|,0.19661518994149968,0.1725661519842645,0.21888137897812082
20,50,RE,RE,SL,multi,"IIE_M2(1,gm1(1),)",sqrtMSE,0.032751736298082555,0.03026023027493766,0.0363730576958632
20,50,RE,RE,SL,multi,"IIE_M2(1,gm1(1),)",|Bias|,0.01770234678153936,0.016611777886885757,0.01857433294173032
20,50,RE,RE,SL,multi,"IIE_M2(1,gm1(1),)",|Rel.Bias|,0.4747451110951892,0.42872543418601367,0.5161984363402317
20,50,RE,RE,SL,multi,IIE_Mdep,sqrtMSE,0.008202642105196585,0.00761267369160859,0.008815679634685866
20,50,RE,RE,SL,multi,IIE_Mdep,|Bias|,0.005742310562387054,0.005035430934565952,0.006651514724798735
20,50,RE,RE,SL,multi,IIE_Mdep,|Rel.Bias|,1.001255406992959,0.9719113829995114,1.0136649373186717
20,50,RE,RE,SL,multi,"IIE_Mjo(1,)",sqrtMSE,0.047832261418854875,0.04434544350835869,0.05313224998318937
20,50,RE,RE,SL,multi,"IIE_Mjo(1,)",|Bias|,0.028347929800624845,0.02699809614544459,0.029525731708752806
20,50,RE,RE,SL,multi,"IIE_Mjo(1,)",|Rel.Bias|,0.4172175596711775,0.3928053262969546,0.4447896372033489
20,50,RE,RE,SL,multi,"Y(0,gmjo(0))",sqrtMSE,0.2639758285574916,0.23047679841286703,0.295278986031576
20,50,RE,RE,SL,multi,"Y(0,gmjo(0))",|Bias|,0.05813218479709052,0.053788339088974894,0.06346256909475194
20,50,RE,RE,SL,multi,"Y(0,gmjo(0))",|Rel.Bias|,0.04559599805507711,0.042231861485900656,0.04974066574513178
20,50,RE,RE,SL,multi,"Y(1,gm1(0),gm2(0))",sqrtMSE,0.2592744710255624,0.22454841863682537,0.2915306697503905
20,50,RE,RE,SL,multi,"Y(1,gm1(0),gm2(0))",|Bias|,0.004235754653543993,4.591791161812901e-4,0.007649003191988658
20,50,RE,RE,SL,multi,"Y(1,gm1(0),gm2(0))",|Rel.Bias|,0.0027584129265058647,2.975380113455456e-4,0.004981636761924493
20,50,RE,RE,SL,multi,"Y(1,gm1(1),gm2(0))",sqrtMSE,0.25900488329711047,0.22418577660469177,0.29114679582661607
20,50,RE,RE,SL,multi,"Y(1,gm1(1),gm2(0))",|Bias|,0.009139027110242356,0.004562944488757595,0.013150239008478665
20,50,RE,RE,SL,multi,"Y(1,gm1(1),gm2(0))",|Rel.Bias|,0.005849075149348004,0.0029118185683076245,0.00842769915770384
20,50,RE,RE,SL,multi,"Y(1,gm1(1),gm2(1))",sqrtMSE,0.2590404840454294,0.2254208267722605,0.2909942170444845
20,50,RE,RE,SL,multi,"Y(1,gm1(1),gm2(1))",|Bias|,0.026841373891781782,0.02184606790587653,0.03149039188890124
20,50,RE,RE,SL,multi,"Y(1,gm1(1),gm2(1))",|Rel.Bias|,0.016766844854260037,0.013635194270782738,0.01968102400703372
20,50,RE,RE,SL,multi,"Y(1,gmjo(0))",sqrtMSE,0.25990461442193946,0.22541652640937912,0.2919800776402738
20,50,RE,RE,SL,multi,"Y(1,gmjo(0))",|Bias|,0.009738540041247351,0.0059795326905538,0.01398977356354997
20,50,RE,RE,SL,multi,"Y(1,gmjo(0))",|Rel.Bias|,0.006312265500062661,0.003861435712425641,0.009076143894473341
20,50,RE,RE,SL,multi,"Y(1,gmjo(1))",sqrtMSE,0.26057950135558605,0.22718076525404302,0.2920833664873131
20,50,RE,RE,SL,multi,"Y(1,gmjo(1))",|Bias|,0.038086469841872195,0.032977628835998286,0.04238177097729138
20,50,RE,RE,SL,multi,"Y(1,gmjo(1))",|Rel.Bias|,0.023625106146248766,0.0204421216584697,0.026304305291570372
20,50,RE,RE,SL,reg,"IDE(,gmjo(0))",sqrtMSE,0.14018954231863356,0.13440874094629737,0.14694784520963752
